"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa00591","hsa00591","Linoleic acid metabolism","5/1792","29/7240",0.879264112959798,0.999954425916137,0.999954425916138,"8399/1576/8605/246/5319",5
"hsa04974","hsa04974","Protein digestion and absorption","18/1792","90/7240",0.881631634966143,0.999954425916137,0.999954425916138,"1301/9056/23428/1278/478/6510/50509/6543/11136/3783/1277/482/10008/1294/643834/643847/5222/3784",18
"hsa00620","hsa00620","Pyruvate metabolism","7/1792","39/7240",0.882705659874717,0.999954425916137,0.999954425916138,"5106/31/224/5162/32/217/2271",7
"hsa05152","hsa05152","Tuberculosis","38/1792","179/7240",0.884973687439477,0.999954425916137,0.999954425916138,"3684/3687/1520/2209/5599/3552/3553/3586/7132/26253/64581/718/10332/7040/8625/208/1054/808/30835/581/56848/4843/8844/5878/535/8772/10312/54106/387/8877/23545/7096/10333/3654/537/10000/4046/1509",38
"hsa00250","hsa00250","Alanine, aspartate and glutamate metabolism","6/1792","35/7240",0.897177682401053,0.999954425916137,0.999954425916138,"57494/440/259307/443/339983/159",6
"hsa05020","hsa05020","Prion diseases","6/1792","35/7240",0.897177682401053,0.999954425916137,0.999954425916138,"3552/3553/5605/5566/581/6352",6
"hsa04122","hsa04122","Sulfur relay system","1/1792","8/7240",0.897331940864071,0.999954425916137,0.999954425916138,"90353",1
"hsa05169","hsa05169","Epstein-Barr virus infection","43/1792","203/7240",0.900955495285413,0.999954425916137,0.999954425916138,"5599/3586/548644/246721/5439/5438/3661/5704/5714/208/7297/3383/5296/5609/4793/26993/5971/3718/2208/5566/5434/10014/7531/9020/5709/5717/6774/6416/5430/7157/5606/9861/9612/5901/55703/952/3516/3654/8517/10000/5441/283106/5719",43
"hsa00100","hsa00100","Steroid biosynthesis","3/1792","20/7240",0.904982586308908,0.999954425916137,0.999954425916138,"1595/1717/50814",3
"hsa05217","hsa05217","Basal cell carcinoma","10/1792","55/7240",0.905220678355748,0.999954425916137,0.999954425916138,"8321/10297/1856/2535/7473/7157/7484/7481/7474/11211",10
"hsa05164","hsa05164","Influenza A","36/1792","173/7240",0.906026042685654,0.999954425916137,0.999954425916138,"29108/5599/100529063/10379/8106/3552/3553/9641/7132/10898/148022/3337/3661/5605/11100/208/7297/3383/5296/5609/4793/6416/6347/6352/5606/293/9021/71/356/4940/4938/4939/114548/10000/4928/3665",36
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels","19/1792","97/7240",0.90676179102888,0.999954425916137,0.999954425916138,"5599/196883/3553/5582/8605/5296/808/5566/51393/7442/239/40/162514/5606/5029/5580/2150/5501/59341",19
"hsa01521","hsa01521","EGFR tyrosine kinase inhibitor resistance","15/1792","79/7240",0.910606291564348,0.999954425916137,0.999954425916138,"5582/5605/25759/558/208/5296/581/6774/4763/2064/2885/2261/10000/3265/3845",15
"hsa04975","hsa04975","Fat digestion and absorption","7/1792","41/7240",0.912087904094314,0.999954425916137,0.999954425916138,"8399/346606/8612/84649/80168/5319/949",7
"hsa00052","hsa00052","Galactose metabolism","5/1792","31/7240",0.912933927967833,0.999954425916137,0.999954425916138,"2538/92579/2584/2548/55276",5
"hsa00512","hsa00512","Mucin type O-glycan biosynthesis","5/1792","31/7240",0.912933927967833,0.999954425916137,0.999954425916138,"192134/55808/51301/50614/374378",5
"hsa04310","hsa04310","Wnt signaling pathway","29/1792","143/7240",0.913764748386345,0.999954425916137,0.999954425916138,"5599/22943/57680/4776/4040/8321/5582/5566/10297/5176/1856/2535/7473/50964/51701/7157/7484/4041/595/7481/90665/7474/387/166336/147111/5881/11211/1487/283106",29
"hsa05222","hsa05222","Small cell lung cancer","16/1792","84/7240",0.914031119597697,0.999954425916137,0.999954425916138,"5915/1021/898/208/5296/112401/4843/3675/3674/9618/7157/595/3913/2272/8517/10000",16
"hsa04978","hsa04978","Mineral absorption","9/1792","51/7240",0.914693389368593,0.999954425916137,0.999954425916138,"261729/26872/478/2512/482/113235/65010/10568/645745",9
"hsa05014","hsa05014","Amyotrophic lateral sclerosis (ALS)","9/1792","51/7240",0.914693389368593,0.999954425916137,0.999954425916138,"7132/2906/10452/581/7157/5606/2876/2905/4842",9
"hsa05110","hsa05110","Vibrio cholerae infection","9/1792","51/7240",0.914693389368593,0.999954425916137,0.999954425916138,"10945/5566/535/10312/71/23545/537/4583/3784",9
"hsa04270","hsa04270","Vascular smooth muscle contraction","24/1792","121/7240",0.917389978633678,0.999954425916137,0.999954425916138,"8399/5592/196883/779/4660/94274/5582/2767/5605/8605/54776/5739/9138/808/5566/136/10266/776/387/5580/778/5501/5319/10335",24
"hsa04360","hsa04360","Axon guidance","36/1792","175/7240",0.919329108027479,0.999954425916137,0.999954425916138,"22854/6387/4776/223117/2050/1943/6237/5296/10298/10501/85464/1949/9423/5058/2773/6092/56920/2771/6091/7474/6405/7869/5364/387/5881/55740/5781/54434/9353/84448/5365/3897/55558/3611/3265/3845",36
"hsa04390","hsa04390","Hippo signaling pathway","31/1792","154/7240",0.927344622498448,0.999954425916137,0.999954425916138,"7048/84962/5054/8321/27113/126374/8463/7040/268/5518/10297/1856/7531/2535/7473/3996/1742/7484/595/7481/7474/11186/332/3993/1453/71/7159/5501/11211/5522/7003",31
"hsa00790","hsa00790","Folate biosynthesis","2/1792","16/7240",0.934024419070034,0.999954425916137,0.999954425916138,"1719/5860",2
"hsa05204","hsa05204","Chemical carcinogenesis","15/1792","82/7240",0.93614741809354,0.999954425916137,0.999954425916138,"405/1577/100861540/1551/64816/1576/1548/6822/1553/218/221/2946/2944/2949/2052",15
"hsa04114","hsa04114","Oocyte meiosis","24/1792","124/7240",0.937614869596964,0.999954425916137,0.999954425916138,"151648/196883/9985/64682/100310812/441272/441273/729597/10734/898/5518/808/5566/7531/996/388333/51529/5501/51434/51433/10744/29945/132864/3630",24
"hsa04916","hsa04916","Melanogenesis","19/1792","101/7240",0.937970436113848,0.999954425916137,0.999954425916138,"196883/8321/5582/84699/5605/808/5566/1856/2535/7473/7484/7481/2773/4286/2771/7474/11211/3265/3845",19
"hsa00051","hsa00051","Fructose and mannose metabolism","5/1792","33/7240",0.93805458547506,0.999954425916137,0.999954425916138,"7167/230/29925/5210/26007",5
"hsa05031","hsa05031","Amphetamine addiction","12/1792","68/7240",0.938437701569006,0.999954425916137,0.999954425916138,"5582/84699/2906/808/116444/5566/2354/84152/776/2905/5501/7054",12
"hsa05120","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","12/1792","68/7240",0.938437701569006,0.999954425916137,0.999954425916138,"5599/9020/6416/28964/6352/535/5058/10312/5781/23545/8517/537",12
"hsa00072","hsa00072","Synthesis and degradation of ketone bodies","1/1792","10/7240",0.941910648034058,0.999954425916137,0.999954425916138,"3158",1
"hsa00920","hsa00920","Sulfur metabolism","1/1792","10/7240",0.941910648034058,0.999954425916137,0.999954425916138,"23474",1
"hsa00650","hsa00650","Butanoate metabolism","4/1792","28/7240",0.941934907992468,0.999954425916137,0.999954425916138,"3158/341392/65985/35",4
"hsa04151","hsa04151","PI3K-Akt signaling pathway","73/1792","342/7240",0.942371082375204,0.999954425916137,0.999954425916138,"4170/5106/3164/3678/7450/57121/2784/1021/2783/2056/1278/2792/2791/94235/2997/84699/898/1943/5605/27006/9170/2057/208/5518/1311/5296/5585/11140/2788/6794/3643/3718/26291/3675/672/2256/23533/1277/7531/4804/1440/7448/1101/3674/7157/3690/2538/2793/146850/92579/2248/2249/595/9965/28227/3563/1435/3913/57521/3691/2885/356/2149/7060/5522/2261/8517/4515/10000/2786/3630/3265/3845",73
"hsa00480","hsa00480","Glutathione metabolism","9/1792","54/7240",0.943670804659741,0.999954425916137,0.999954425916138,"2879/124975/2946/2944/2949/2876/51056/2539/6240",9
"hsa00561","hsa00561","Glycerolipid metabolism","10/1792","59/7240",0.944099464775044,0.999954425916137,0.999954425916138,"346606/8612/224/84649/80168/132158/26007/217/1609/57104",10
"hsa04115","hsa04115","p53 signaling pathway","12/1792","69/7240",0.945793690546625,0.999954425916137,0.999954425916138,"4194/5054/1021/27113/898/4616/581/7157/595/51246/83667/55367",12
"hsa00450","hsa00450","Selenocompound metabolism","2/1792","17/7240",0.94777563195867,0.999954425916137,0.999954425916138,"51091/4548",2
"hsa00515","hsa00515","Mannose type O-glycan biosynthesis","3/1792","23/7240",0.948379497315067,0.999954425916137,0.999954425916138,"79147/146664/148789",3
"hsa00830","hsa00830","Retinol metabolism","11/1792","65/7240",0.951723856097381,0.999954425916137,0.999954425916138,"10901/728635/317749/1577/100861540/1551/1576/50700/1548/29785/1555",11
"hsa04924","hsa04924","Renin secretion","11/1792","65/7240",0.951723856097381,0.999954425916137,0.999954425916138,"779/5972/134/808/5566/2773/776/2771/778/84876/5140",11
"hsa04622","hsa04622","RIG-I-like receptor signaling pathway","12/1792","70/7240",0.95237256769045,0.999954425916137,0.999954425916138,"64343/5599/9641/5300/3661/4793/9755/79132/8772/26007/8517/3665",12
"hsa04971","hsa04971","Gastric acid secretion","13/1792","75/7240",0.953193839511405,0.999954425916137,0.999954425916138,"196883/478/5582/495/808/5566/482/2520/2773/2771/1131/887/3784",13
"hsa05145","hsa05145","Toxoplasmosis","21/1792","113/7240",0.953239932679182,0.999954425916137,0.999954425916138,"240/5599/3586/7132/3949/7040/208/7297/112401/4793/4843/23533/6774/146850/5606/2773/3913/2771/3654/8517/10000",21
"hsa04977","hsa04977","Vitamin digestion and absorption","3/1792","24/7240",0.958140020291106,0.999954425916137,0.999954425916138,"113235/2694/949",3
"hsa00562","hsa00562","Inositol phosphate metabolism","12/1792","71/7240",0.958240261107857,0.999954425916137,0.999954425916138,"5287/7167/23396/51477/80271/8396/51763/113026/3636/55300/4534/8776",12
"hsa05322","hsa05322","Systemic lupus erythematosus","25/1792","133/7240",0.959468218733401,0.999954425916137,0.999954425916138,"554313/317772/723790/653604/333932/2209/8337/8338/8349/8370/126961/440689/1511/3586/716/715/81/1991/718/3021/3020/83740/474382/474381/6737",25
"hsa05146","hsa05146","Amoebiasis","17/1792","96/7240",0.962144003088826,0.999954425916137,0.999954425916138,"3684/1511/3553/3586/1278/81/5582/2767/2769/7040/5296/5566/4843/1277/5878/3913/4583",17
"hsa04520","hsa04520","Adherens junction","12/1792","72/7240",0.963459703586293,0.999954425916137,0.999954425916138,"7048/5777/81/5819/3643/51701/2064/387/71/10458/5881/283106",12
"hsa05215","hsa05215","Prostate cancer","15/1792","87/7240",0.964936401642624,0.999954425916137,0.999954425916138,"84699/898/5605/208/5296/354/2064/7157/595/2885/8517/10000/3630/3265/3845",15
"hsa04070","hsa04070","Phosphatidylinositol signaling system","17/1792","97/7240",0.966374958141159,0.999954425916137,0.999954425916138,"90809/5287/5582/23396/5296/808/80271/8396/51763/113026/3636/51447/9807/1609/55300/4534/8776",17
"hsa05310","hsa05310","Asthma","4/1792","31/7240",0.967401421083043,0.999954425916137,0.999954425916138,"6037/3586/6356/2206",4
"hsa05203","hsa05203","Viral carcinogenesis","39/1792","201/7240",0.971440954589068,0.999954425916137,0.999954425916138,"554313/8349/8370/440689/8850/10379/9261/1108/4055/1021/81/3249/84699/898/718/3661/5296/3718/5566/581/10014/7531/6776/6774/2648/6777/7157/595/387/2885/1642/2966/5829/2967/3516/8517/3665/3265/3845",39
"hsa05416","hsa05416","Viral myocarditis","9/1792","59/7240",0.973121764159856,0.999954425916137,0.999954425916138,"4624/4625/3383/6442/595/1605/71/5881/1982",9
"hsa00640","hsa00640","Propanoate metabolism","4/1792","32/7240",0.97325260472606,0.999954425916137,0.999954425916138,"593/31/8801/32",4
"hsa05231","hsa05231","Choline metabolism in cancer","17/1792","99/7240",0.973602252291298,0.999954425916137,0.999954425916138,"5599/5582/57153/5605/8605/8612/23396/208/5296/5338/1119/2885/5881/1609/10000/3265/3845",17
"hsa00532","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","2/1792","20/7240",0.974466048329131,0.999954425916137,0.999954425916138,"55454/64132",2
"hsa03450","hsa03450","Non-homologous end-joining","1/1792","13/7240",0.975286181664188,0.999954425916137,0.999954425916138,"2237",1
"hsa04110","hsa04110","Cell cycle","22/1792","124/7240",0.976450806478314,0.999954425916137,0.999954425916138,"8556/64682/1021/4176/10926/898/1032/7040/4616/51343/7531/990/996/7157/595/51529/51434/51433/10744/29945/7465/1028",22
"hsa00053","hsa00053","Ascorbate and aldarate metabolism","3/1792","27/7240",0.978027040370941,0.999954425916137,0.999954425916138,"224/217/7358",3
"hsa00970","hsa00970","Aminoacyl-tRNA biosynthesis","10/1792","66/7240",0.979677545749907,0.999954425916137,0.999954425916138,"10352/80222/54938/2193/6301/5859/55157/283459/51091/833",10
"hsa02010","hsa02010","ABC transporters","6/1792","45/7240",0.980681981905538,0.999954425916137,0.999954425916138,"5244/5243/10347/8714/23457/215",6
"hsa04540","hsa04540","Gap junction","14/1792","88/7240",0.983919695588269,0.999954425916137,0.999954425916138,"5592/196883/5582/2767/5605/5566/10382/5598/2773/2771/2885/1453/3265/3845",14
"hsa05202","hsa05202","Transcriptional misregulation in cancer","33/1792","180/7240",0.984801516837204,0.999954425916137,0.999954425916138,"3684/2521/653604/333932/2209/55204/126961/7048/3002/1053/7849/2120/5218/1991/84444/4298/4066/1050/6929/4804/2118/1236/5914/9611/7157/3728/8148/7404/79058/3021/3020/8842/51274",33
"hsa00604","hsa00604","Glycosphingolipid biosynthesis - ganglio series","1/1792","15/7240",0.986023352229321,0.999954425916137,0.999954425916138,"3074",1
"hsa00140","hsa00140","Steroid hormone biosynthesis","8/1792","58/7240",0.986517307869601,0.999954425916137,0.999954425916138,"3284/3283/1577/100861540/1551/1576/6820/3292",8
"hsa04918","hsa04918","Thyroid hormone synthesis","11/1792","74/7240",0.986746375690066,0.999954425916137,0.999954425916138,"196883/7849/478/5582/84699/6528/5566/482/432/433/2876",11
"hsa05140","hsa05140","Leishmaniasis","11/1792","74/7240",0.986746375690066,0.999954425916137,0.999954425916138,"3684/2209/3552/3553/3586/5777/718/7040/4793/4843/3654",11
"hsa03008","hsa03008","Ribosome biogenesis in eukaryotes","17/1792","106/7240",0.989227451672109,0.999954425916137,0.999954425916138,"10885/9790/10436/10248/57455/10775/2091/51096/55813/26354/4931/84135/51367/5901/1736/55127/283106",17
"hsa04940","hsa04940","Type I diabetes mellitus","5/1792","43/7240",0.990394686035478,0.999954425916137,0.999954425916138,"3002/3552/3553/356/3630",5
"hsa04659","hsa04659","Th17 cell differentiation","17/1792","107/7240",0.990578166173127,0.999954425916137,0.999954425916138,"7048/5599/3553/920/3594/9466/7040/7297/4793/3718/6776/30009/6774/5914/6777/50943/8517",17
"hsa04658","hsa04658","Th1 and Th2 cell differentiation","14/1792","92/7240",0.990856302363497,0.999954425916137,0.999954425916138,"4853/5599/920/3594/10683/7297/4793/3718/4854/6776/30009/6777/3516/8517",14
"hsa05130","hsa05130","Pathogenic Escherichia coli infection","7/1792","55/7240",0.991293255108135,0.999954425916137,0.999954425916138,"10552/10095/10382/2017/387/71/10094",7
"hsa03018","hsa03018","RNA degradation","11/1792","77/7240",0.991667389245682,0.999954425916137,0.999954425916138,"5073/7832/2026/25804/56915/51690/4849/2027/10140/55802/219988",11
"hsa04915","hsa04915","Estrogen signaling pathway","15/1792","98/7240",0.991939383935836,0.999954425916137,0.999954425916138,"196883/84699/5605/25759/208/5296/808/5566/2773/2771/5580/2885/10000/3265/3845",15
"hsa00910","hsa00910","Nitrogen metabolism","1/1792","17/7240",0.992097092511686,0.999954425916137,0.999954425916138,"23632",1
"hsa04720","hsa04720","Long-term potentiation","9/1792","67/7240",0.992611451241019,0.999954425916137,0.999954425916138,"5582/5605/2906/808/5566/2905/5501/3265/3845",9
"hsa00040","hsa00040","Pentose and glucuronate interconversions","3/1792","34/7240",0.995460760408143,0.999954425916137,0.999954425916138,"27294/51181/7358",3
"hsa00982","hsa00982","Drug metabolism - cytochrome P450","9/1792","70/7240",0.995579676391656,0.999954425916137,0.999954425916138,"1577/1576/1548/1555/218/221/2946/2944/2949",9
"hsa05321","hsa05321","Inflammatory bowel disease (IBD)","8/1792","65/7240",0.996033895487237,0.999954425916137,0.999954425916138,"3552/3553/3586/3594/7040/30009/6774/50943",8
"hsa04514","hsa04514","Cell adhesion molecules (CAMs)","23/1792","145/7240",0.996706915049246,0.999954425916137,0.999954425916138,"3684/7412/22854/23114/6900/920/24146/5819/4099/94030/3383/3385/8174/933/5817/8506/1366/57555/4267/22829/923/6404/3897",23
"hsa00860","hsa00860","Porphyrin and chlorophyll metabolism","4/1792","42/7240",0.996710010820854,0.999954425916137,0.999954425916138,"645/1352/211/326625",4
"hsa05134","hsa05134","Legionellosis","6/1792","55/7240",0.997099642149151,0.999954425916137,0.999954425916138,"3684/29108/9554/3553/718/4671",6
"hsa00510","hsa00510","N-Glycan biosynthesis","5/1792","49/7240",0.997158264422716,0.999954425916137,0.999954425916138,"10905/201595/1603/79053/146664",5
"hsa05330","hsa05330","Allograft rejection","3/1792","38/7240",0.998220508680316,0.999954425916137,0.999954425916138,"3002/3586/356",3
"hsa00983","hsa00983","Drug metabolism - other enzymes","4/1792","46/7240",0.998642953718962,0.999954425916137,0.999954425916138,"1576/1548/3615/7083",4
"hsa04350","hsa04350","TGF-beta signaling pathway","10/1792","84/7240",0.998993633441096,0.999954425916137,0.999954425916138,"7048/91/57154/7040/268/5518/387/7044/10637/9765",10
"hsa00062","hsa00062","Fatty acid elongation","1/1792","25/7240",0.999193640968373,0.999954425916137,0.999954425916138,"9524",1
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum","25/1792","166/7240",0.999238303851098,0.999954425916137,0.999954425916138,"10905/55768/201595/5599/1603/3337/811/5589/23645/5886/23640/5609/80700/581/7326/51009/5034/55666/10961/7466/10134/6748/56605/50613/143630",25
"hsa05320","hsa05320","Autoimmune thyroid disease","3/1792","53/7240",0.999954425916137,0.999954425916137,0.999954425916138,"3002/3586/356",3
